-5.000000000000000000e-01 -2.345259967078186514e-01 0.000000000000000000e+00
-5.000000000000000000e-01 -2.340560105375810163e-01 0.000000000000000000e+00
-5.000000000000000000e-01 -2.319064679302375032e-01 0.000000000000000000e+00
-5.000000000000000000e-01 -2.311307173229230905e-01 0.000000000000000000e+00
-5.000000000000000000e-01 2.319064241680720562e-01 0.000000000000000000e+00
-5.000000000000000000e-01 2.311286681215992678e-01 0.000000000000000000e+00
-5.000000000000000000e-01 2.345259598983567007e-01 0.000000000000000000e+00
-5.000000000000000000e-01 2.340560328486304686e-01 0.000000000000000000e+00
-4.440928432244004020e-01 -2.666666666666666630e-01 0.000000000000000000e+00
-4.430641636832178820e-01 -2.666666666666666630e-01 0.000000000000000000e+00
-4.666666666666666741e-01 -2.534499400989843609e-01 0.000000000000000000e+00
-4.666666666666667296e-01 -2.527279186966955304e-01 0.000000000000000000e+00
-4.666666666666666741e-01 -2.113884039087944866e-01 0.000000000000000000e+00
-4.666666666666666741e-01 -2.108653922060542696e-01 0.000000000000000000e+00
-4.512281068840583997e-01 -2.000000000000000111e-01 0.000000000000000000e+00
-4.519530762697473447e-01 -2.000000000000000111e-01 0.000000000000000000e+00
-4.529045153755220099e-01 1.999999999999999556e-01 0.000000000000000000e+00
-4.540974367337600182e-01 1.999999999999999556e-01 0.000000000000000000e+00
-4.666666666666666741e-01 2.100825077218462233e-01 0.000000000000000000e+00
-4.666666666666666741e-01 2.091787522460403503e-01 0.000000000000000000e+00
-4.666666666666666741e-01 2.546086185680612179e-01 0.000000000000000000e+00
-4.666666666666666741e-01 2.543735507201958512e-01 0.000000000000000000e+00
-4.458307218167067432e-01 2.666666666666667185e-01 0.000000000000000000e+00
-4.455792745242346253e-01 2.666666666666667185e-01 0.000000000000000000e+00
-4.333333333333333481e-01 -2.730823188044311234e-01 0.000000000000000000e+00
-4.333333333333333481e-01 -2.725182202808109633e-01 0.000000000000000000e+00
-4.333333333333333481e-01 -1.863203055384246298e-01 0.000000000000000000e+00
-4.333333333333333481e-01 -1.857578864851985867e-01 0.000000000000000000e+00
-4.103285478008691367e-01 -1.666666666666666852e-01 0.000000000000000000e+00
-4.109081246899923268e-01 -1.666666666666666852e-01 0.000000000000000000e+00
