-6.374834537506103516e+00 -5.805870532989501953e+00 -5.455099105834960938e+00 -4.541063308715820312e+00 -4.512342453002929688e+00 -4.512273788452148438e+00 -4.456231594085693359e+00 -3.861228942871093750e+00 -3.521835327148437500e+00 -3.521821975708007812e+00 -3.494079589843750000e+00 -3.494061946868896484e+00 -2.963142871856689453e+00 -2.768612384796142578e+00 -1.647071361541748047e+00 -1.599499702453613281e+00 -1.514614582061767578e+00 -1.514599800109863281e+00 -1.413813114166259766e+00 -6.734580993652343750e-01 -1.780319213867187500e-02 9.536600112915039062e-01 1.017706871032714844e+00 1.017715454101562500e+00 1.479617118835449219e+00 1.704823493957519531e+00 1.704844474792480469e+00 1.982989311218261719e+00 1.983005523681640625e+00 2.409399986267089844e+00 2.716040611267089844e+00 3.460263252258300781e+00 3.711976051330566406e+00 3.712536811828613281e+00
-6.374162673950195312e+00 -5.806237220764160156e+00 -5.454750061035156250e+00 -4.556769371032714844e+00 -4.510944843292236328e+00 -4.499317646026611328e+00 -4.455914974212646484e+00 -3.863205432891845703e+00 -3.522495269775390625e+00 -3.519532203674316406e+00 -3.493968009948730469e+00 -3.492516517639160156e+00 -2.963311672210693359e+00 -2.766766548156738281e+00 -1.647745132446289062e+00 -1.598705768585205078e+00 -1.514836788177490234e+00 -1.514810085296630859e+00 -1.414046764373779297e+00 -6.731576919555664062e-01 -1.912117004394531250e-02 9.544343948364257812e-01 1.016396522521972656e+00 1.017477989196777344e+00 1.478812217712402344e+00 1.705036163330078125e+00 1.705638885498046875e+00 1.982006072998046875e+00 1.982763290405273438e+00 2.409366607666015625e+00 2.717676162719726562e+00 3.459535598754882812e+00 3.711400985717773438e+00 3.711747169494628906e+00
-6.372159481048583984e+00 -5.807318687438964844e+00 -5.453712463378906250e+00 -4.583591461181640625e+00 -4.506809234619140625e+00 -4.480701446533203125e+00 -4.454931259155273438e+00 -3.869034767150878906e+00 -3.524465084075927734e+00 -3.512660503387451172e+00 -3.493667602539062500e+00 -3.487940311431884766e+00 -2.963811397552490234e+00 -2.761247634887695312e+00 -1.649774551391601562e+00 -1.596327304840087891e+00 -1.515510082244873047e+00 -1.515416622161865234e+00 -1.414744853973388672e+00 -6.722526550292968750e-01 -2.305221557617187500e-02 9.567604064941406250e-01 1.012478828430175781e+00 1.016772270202636719e+00 1.476443290710449219e+00 1.705661773681640625e+00 1.708033561706542969e+00 1.979052543640136719e+00 1.982045173645019531e+00 2.409289360046386719e+00 2.722565650939941406e+00 3.457367897033691406e+00 3.709273338317871094e+00 3.709799766540527344e+00
-6.368838310241699219e+00 -5.809076786041259766e+00 -5.452023983001708984e+00 -4.613630294799804688e+00 -4.500142097473144531e+00 -4.464210033416748047e+00 -4.453125953674316406e+00 -3.878484249114990234e+00 -3.527706146240234375e+00 -3.501235485076904297e+00 -3.493177890777587891e+00 -3.480612277984619141e+00 -2.964642047882080078e+00 -2.752144336700439453e+00 -1.653194427490234375e+00 -1.592405796051025391e+00 -1.516649246215820312e+00 -1.516419887542724609e+00 -1.415869712829589844e+00 -6.707572937011718750e-01 -2.955150604248046875e-02 9.606552124023437500e-01 1.005991935729980469e+00 1.015589714050292969e+00 1.472592353820800781e+00 1.706700325012207031e+00 1.711964607238769531e+00 1.974157333374023438e+00 1.980848312377929688e+00 2.409159660339355469e+00 2.730623245239257812e+00 3.453771591186523438e+00 3.705273628234863281e+00 3.707063674926757812e+00
-6.364225387573242188e+00 -5.811448097229003906e+00 -5.449731349945068359e+00 -4.645712375640869141e+00 -4.491391181945800781e+00 -4.450829505920410156e+00 -4.450139999389648438e+00 -3.891205310821533203e+00 -3.532163619995117188e+00 -3.492490768432617188e+00 -3.485303878784179688e+00 -3.470908164978027344e+00 -2.965802192687988281e+00 -2.739594936370849609e+00 -1.658061981201171875e+00 -1.587007522583007812e+00 -1.518260002136230469e+00 -1.517817497253417969e+00 -1.417349338531494141e+00 -6.686744689941406250e-01 -3.854084014892578125e-02 9.661550521850585938e-01 9.969968795776367188e-01 1.013922691345214844e+00 1.467396736145019531e+00 1.708143234252929688e+00 1.717363357543945312e+00 1.967373847961425781e+00 1.979164123535156250e+00 2.408986091613769531e+00 2.741711616516113281e+00 3.448773384094238281e+00 3.699686050415039062e+00 3.703321456909179688e+00
-6.358358860015869141e+00 -5.814345359802246094e+00 -5.446909904479980469e+00 -4.679319381713867188e+00 -4.481475353240966797e+00 -4.445185661315917969e+00 -4.440791606903076172e+00 -3.906816959381103516e+00 -3.537756919860839844e+00 -3.491616725921630859e+00 -3.464958667755126953e+00 -3.459254264831542969e+00 -2.967284679412841797e+00 -2.723768711090087891e+00 -1.664434432983398438e+00 -1.580212116241455078e+00 -1.520355224609375000e+00 -1.519598960876464844e+00 -1.419108867645263672e+00 -6.660242080688476562e-01 -4.990482330322265625e-02 9.732770919799804688e-01 9.855852127075195312e-01 1.011766433715820312e+00 1.461025238037109375e+00 1.709983825683593750e+00 1.724168777465820312e+00 1.958765029907226562e+00 1.976985931396484375e+00 2.408775329589843750e+00 2.755644798278808594e+00 3.442421913146972656e+00 3.692555427551269531e+00 3.698638916015625000e+00
-6.351282119750976562e+00 -5.817680358886718750e+00 -5.443629741668701172e+00 -4.714099884033203125e+00 -4.472002029418945312e+00 -4.436817169189453125e+00 -4.434110641479492188e+00 -3.924933910369873047e+00 -3.544394493103027344e+00 -3.490549564361572266e+00 -3.446052551269531250e+00 -3.440353870391845703e+00 -2.969093322753906250e+00 -2.704895496368408203e+00 -1.672377109527587891e+00 -1.572146892547607422e+00 -1.522943973541259766e+00 -1.521741867065429688e+00 -1.421053886413574219e+00 -6.628131866455078125e-01 -6.352043151855468750e-02 9.718561172485351562e-01 9.820318222045898438e-01 1.009099960327148438e+00 1.453650474548339844e+00 1.712223052978515625e+00 1.732341766357421875e+00 1.948404312133789062e+00 1.974298477172851562e+00 2.408519744873046875e+00 2.772165298461914062e+00 3.434770584106445312e+00 3.683917999267578125e+00 3.693127632141113281e+00
-6.343039512634277344e+00 -5.821334838867187500e+00 -5.439980506896972656e+00 -4.749755382537841797e+00 -4.464495658874511719e+00 -4.430638313293457031e+00 -4.423696517944335938e+00 -3.945219516754150391e+00 -3.551946640014648438e+00 -3.489299297332763672e+00 -3.431687831878662109e+00 -3.411691665649414062e+00 -2.971225738525390625e+00 -2.683206081390380859e+00 -1.681976795196533203e+00 -1.562942028045654297e+00 -1.526042938232421875e+00 -1.524240016937255859e+00 -1.423086643218994141e+00 -6.590700149536132812e-01 -7.921981811523437500e-02 9.559316635131835938e-01 9.923906326293945312e-01 1.005906105041503906e+00 1.445399284362792969e+00 1.714843750000000000e+00 1.741862297058105469e+00 1.936380386352539062e+00 1.971086502075195312e+00 2.408225059509277344e+00 2.790987014770507812e+00 3.425866127014160156e+00 3.673811912536621094e+00 3.686917304992675781e+00
-6.333670616149902344e+00 -5.825181007385253906e+00 -5.436033248901367188e+00 -4.786028385162353516e+00 -4.458965301513671875e+00 -4.430127620697021484e+00 -4.406016349792480469e+00 -3.967349052429199219e+00 -3.560263633728027344e+00 -3.487864017486572266e+00 -3.416474819183349609e+00 -3.379218101501464844e+00 -2.973670482635498047e+00 -2.658951759338378906e+00 -1.693274497985839844e+00 -1.552750110626220703e+00 -1.529642105102539062e+00 -1.527070999145507812e+00 -1.425092697143554688e+00 -6.548099517822265625e-01 -9.681034088134765625e-02 9.379463195800781250e-01 1.002177238464355469e+00 1.004301071166992188e+00 1.436418533325195312e+00 1.717838287353515625e+00 1.752776145935058594e+00 1.922796249389648438e+00 1.967343330383300781e+00 2.407895088195800781e+00 2.811779975891113281e+00 3.415789604187011719e+00 3.662304878234863281e+00 3.680191040039062500e+00
-6.323242187500000000e+00 -5.829100608825683594e+00 -5.431865692138671875e+00 -4.822710990905761719e+00 -4.454582691192626953e+00 -4.432268619537353516e+00 -4.384874820709228516e+00 -3.991048336029052734e+00 -3.569177150726318359e+00 -3.486252784729003906e+00 -3.400693416595458984e+00 -3.343233108520507812e+00 -2.976431369781494141e+00 -2.632398128509521484e+00 -1.706321239471435547e+00 -1.541750907897949219e+00 -1.533740520477294922e+00 -1.530219554901123047e+00 -1.426990509033203125e+00 -6.500682830810546875e-01 -1.160879135131835938e-01 9.180431365966796875e-01 9.978904724121093750e-01 1.017641067504882812e+00 1.426805496215820312e+00 1.721194267272949219e+00 1.765145301818847656e+00 1.907748222351074219e+00 1.963037490844726562e+00 2.407526016235351562e+00 2.834151268005371094e+00 3.404601097106933594e+00 3.649442672729492188e+00 3.673163414001464844e+00
