4.709751477705026446e-10 2.042891189546480746e-08 1.322242837886733469e-06 5.848718865308910608e-05 1.619259594008326530e-03 2.580713108181953430e-02 2.193542271852493286e-01 9.313355684280395508e-01 1.876553416252136230e+00 1.736092090606689453e+00 7.306133508682250977e-01 1.433687806129455566e-01 1.425373181700706482e-02 8.859846275299787521e-04 5.990397039568051696e-05 1.667259311943780631e-05 5.990061617922037840e-05 8.858909714035689831e-04 1.425196044147014618e-02 1.433598995208740234e-01 7.305717468261718750e-01 1.736054420471191406e+00 1.876579999923706055e+00 9.313824176788330078e-01 2.193731069564819336e-01 2.581124007701873779e-02 1.619589515030384064e-03 5.850162779097445309e-05 1.322624370914127212e-06 2.043559277353779180e-08 4.709751477705026446e-10
9.554937285827236337e-09 2.522912723179615568e-07 1.065402375388657674e-05 3.071989049203693867e-04 5.546322092413902283e-03 5.790883302688598633e-02 3.286179006099700928e-01 9.868611693382263184e-01 1.615124225616455078e+00 1.540546298027038574e+00 8.684908747673034668e-01 2.721121907234191895e-01 4.576474428176879883e-02 4.434585571289062500e-03 3.274075570516288280e-04 6.682940147584304214e-05 3.625066892709583044e-04 4.879466723650693893e-03 4.927831888198852539e-02 2.846322655677795410e-01 8.788010478019714355e-01 1.518116712570190430e+00 1.588368535041809082e+00 9.921223521232604980e-01 3.402221202850341797e-01 6.158378347754478455e-02 6.031127646565437317e-03 3.401996218599379063e-04 1.197662368213059381e-05 2.871341280297201592e-07 9.554937285827236337e-09
3.269500723490637029e-07 5.419906301540322602e-06 1.413497520843520761e-04 2.524859737604856491e-03 2.819658443331718445e-02 1.801312863826751709e-01 6.086051464080810547e-01 1.043769359588623047e+00 1.037614583969116211e+00 1.016431331634521484e+00 1.036609530448913574e+00 6.523346900939941406e-01 2.169129699468612671e-01 3.980825468897819519e-02 4.742838442325592041e-03 1.024659024551510811e-03 5.099639296531677246e-03 4.239966347813606262e-02 2.270439118146896362e-01 6.685228943824768066e-01 1.036139965057373047e+00 9.889264106750488281e-01 1.009955525398254395e+00 1.043361186981201172e+00 6.230707764625549316e-01 1.880621314048767090e-01 2.992996573448181152e-02 2.718597417697310448e-03 1.540251396363601089e-04 5.965093805571086705e-06 3.269500723490637029e-07
8.059543688432313502e-06 8.315152808791026473e-05 1.330292201600968838e-03 1.473391614854335785e-02 1.030040010809898376e-01 4.152148365974426270e-01 8.873762488365173340e-01 9.437633156776428223e-01 5.418851971626281738e-01 4.581539630889892578e-01 8.261215090751647949e-01 9.891138076782226562e-01 6.439855694770812988e-01 2.363094091415405273e-01 5.452154949307441711e-02 1.772203855216503143e-02 5.655609816312789917e-02 2.433250397443771362e-01 6.551078557968139648e-01 9.918270707130432129e-01 8.148343563079833984e-01 4.435347914695739746e-01 5.274946689605712891e-01 9.367719292640686035e-01 8.948359489440917969e-01 4.244629144668579102e-01 1.065516173839569092e-01 1.539655122905969620e-02 1.402016030624508858e-03 8.824261749396100640e-05 8.059543688432313502e-06
1.260372227989137173e-04 8.280349429696798325e-04 8.313382975757122040e-03 5.867244303226470947e-02 2.650575935840606689e-01 7.010324001312255859e-01 9.996878504753112793e-01 7.213747501373291016e-01 2.678447663784027100e-01 1.377674341201782227e-01 3.659259378910064697e-01 7.966171503067016602e-01 9.992340207099914551e-01 7.408815622329711914e-01 3.609319627285003662e-01 2.083576768636703491e-01 3.643755912780761719e-01 7.456431984901428223e-01 9.997309446334838867e-01 7.913795709609985352e-01 3.605783283710479736e-01 1.345956623554229736e-01 2.634196281433105469e-01 7.158789038658142090e-01 9.998850822448730469e-01 7.060611844062805176e-01 2.685790359973907471e-01 5.975473672151565552e-02 8.503382094204425812e-03 8.497069356963038445e-04 1.260372227989137173e-04
1.164400950074195862e-03 5.100394133478403091e-03 3.365806117653846741e-02 1.595164686441421509e-01 4.929452240467071533e-01 9.120464920997619629e-01 9.383284449577331543e-01 5.142585635185241699e-01 1.566446274518966675e-01 4.516743123531341553e-02 8.627817779779434204e-02 3.027332723140716553e-01 7.075253725051879883e-01 1.070735692977905273e+00 1.168991446495056152e+00 1.144554018974304199e+00 1.168991446495056152e+00 1.070730209350585938e+00 7.075231671333312988e-01 3.027332723140716553e-01 8.627907931804656982e-02 4.516743123531341553e-02 1.566446274518966675e-01 5.142585635185241699e-01 9.383284449577331543e-01 9.120464920997619629e-01 4.929452240467071533e-01 1.595164686441421509e-01 3.366042301058769226e-02 5.100825801491737366e-03 1.164400950074195862e-03
6.379870232194662094e-03 1.973502710461616516e-02 9.063263982534408569e-02 3.084305226802825928e-01 7.025023698806762695e-01 9.929224848747253418e-01 8.299528360366821289e-01 4.243226945400238037e-01 1.731474399566650391e-01 1.059371531009674072e-01 1.347083896398544312e-01 2.614992856979370117e-01 5.658484697341918945e-01 1.101746320724487305e+00 1.702960610389709473e+00 1.979710817337036133e+00 1.707525610923767090e+00 1.107585549354553223e+00 5.700483918190002441e-01 2.637945115566253662e-01 1.360569447278976440e-01 1.072610318660736084e-01 1.755419969558715820e-01 4.287410974502563477e-01 8.338901400566101074e-01 9.920151233673095703e-01 6.983731985092163086e-01 3.053516745567321777e-01 8.943531662225723267e-02 1.943994872272014618e-02 6.379870232194662094e-03
3.347639739513397217e-02 6.316395103931427002e-02 1.866158992052078247e-01 4.691211879253387451e-01 8.471102714538574219e-01 1.032566308975219727e+00 8.853564262390136719e-01 6.751664876937866211e-01 6.251962780952453613e-01 7.088305354118347168e-01 8.472085595130920410e-01 9.693281054496765137e-01 1.004866957664489746e+00 9.227658510208129883e-01 7.836933732032775879e-01 7.140929102897644043e-01 7.824824452400207520e-01 9.214520454406738281e-01 1.004624605178833008e+00 9.706603884696960449e-01 8.499667644500732422e-01 7.127329111099243164e-01 6.303271055221557617e-01 6.820006370544433594e-01 8.917766809463500977e-01 1.032990813255310059e+00 8.413551449775695801e-01 4.631908833980560303e-01 1.835734248161315918e-01 6.220214813947677612e-02 3.347639739513397217e-02
1.306087255477905273e+00 1.345515012741088867e+00 1.479841351509094238e+00 1.705641031265258789e+00 1.891561865806579590e+00 1.849939346313476562e+00 1.629627943038940430e+00 1.441169738769531250e+00 1.319788694381713867e+00 1.194515705108642578e+00 1.041332006454467773e+00 8.754615783691406250e-01 7.234086990356445312e-01 6.081137061119079590e-01 5.398779511451721191e-01 5.178110003471374512e-01 5.396493673324584961e-01 6.076172590255737305e-01 7.225245237350463867e-01 8.740347623825073242e-01 1.039313197135925293e+00 1.192039728164672852e+00 1.317364335060119629e+00 1.440076231956481934e+00 1.630706310272216797e+00 1.850198984146118164e+00 1.888315200805664062e+00 1.701438665390014648e+00 1.477555036544799805e+00 1.344919919967651367e+00 1.306087255477905273e+00
1.068183898925781250e+00 1.130895137786865234e+00 1.299576401710510254e+00 1.474284768104553223e+00 1.444730877876281738e+00 1.110524654388427734e+00 7.030181288719177246e-01 4.753624498844146729e-01 4.005924761295318604e-01 3.729728162288665771e-01 3.552737236022949219e-01 3.426900207996368408e-01 3.343797326087951660e-01 3.293696343898773193e-01 3.267282545566558838e-01 3.258579969406127930e-01 3.265176117420196533e-01 3.289470076560974121e-01 3.337517678737640381e-01 3.418334126472473145e-01 3.541741371154785156e-01 3.716109991073608398e-01 3.991606533527374268e-01 4.752570092678070068e-01 7.062699198722839355e-01 1.114940047264099121e+00 1.445032000541687012e+00 1.470343351364135742e+00 1.295280933380126953e+00 1.128540992736816406e+00 1.068183898925781250e+00
