7.789235711097717285e-01 7.789571881294250488e-01 6.647452712059020996e-01 6.646238565444946289e-01 9.828833937644958496e-01 9.827892780303955078e-01 4.731251895427703857e-01 4.731240272521972656e-01 4.632573127746582031e-01 4.633159041404724121e-01 5.420290827751159668e-01 5.420507192611694336e-01 5.158607959747314453e-01 5.159569978713989258e-01 6.678584814071655273e-01 6.678723096847534180e-01 6.533481478691101074e-01 6.533256769180297852e-01 6.918785572052001953e-01 6.918369531631469727e-01 6.731069684028625488e-01 6.732290387153625488e-01 9.979574680328369141e-01 9.979559183120727539e-01 2.302504032850265503e-01 2.302804738283157349e-01 3.419390320777893066e-01 3.418838083744049072e-01 3.229239284992218018e-01 3.229137361049652100e-01 4.542325139045715332e-01 4.542804360389709473e-01 4.861617088317871094e-01 4.860263168811798096e-01 3.400688767433166504e-01 3.400477170944213867e-01 3.807863593101501465e-01 3.808606564998626709e-01 4.750764369964599609e-01 4.750641584396362305e-01 4.861795604228973389e-01 4.860989749431610107e-01 3.772769570350646973e-01 3.776354491710662842e-01
7.790244817733764648e-01 7.790561318397521973e-01 6.646776199340820312e-01 6.645482182502746582e-01 9.821342825889587402e-01 9.820014238357543945e-01 4.736242592334747314e-01 4.736226797103881836e-01 4.636211097240447998e-01 4.636824429035186768e-01 5.421432256698608398e-01 5.421137809753417969e-01 5.162037611007690430e-01 5.163127779960632324e-01 6.681865453720092773e-01 6.681941747665405273e-01 6.543623208999633789e-01 6.543293595314025879e-01 6.919794678688049316e-01 6.919716000556945801e-01 6.738344430923461914e-01 6.739494800567626953e-01 9.978405237197875977e-01 9.978401064872741699e-01 2.302244454622268677e-01 2.301809787750244141e-01 3.418918550014495850e-01 3.419982492923736572e-01 3.239800333976745605e-01 3.240573704242706299e-01 4.538159370422363281e-01 4.538457691669464111e-01 4.862115383148193359e-01 4.859467744827270508e-01 3.417422771453857422e-01 3.417062163352966309e-01 4.325478374958038330e-01 4.227833151817321777e-01 4.204440116882324219e-01 4.291827082633972168e-01 4.856428205966949463e-01 4.857647716999053955e-01 3.761659264564514160e-01 3.766134381294250488e-01
7.793211340904235840e-01 7.793550491333007812e-01 6.644723415374755859e-01 6.643334031105041504e-01 9.798237085342407227e-01 9.796630144119262695e-01 4.752470850944519043e-01 4.752453565597534180e-01 4.647645950317382812e-01 4.648294746875762939e-01 5.423595309257507324e-01 5.423215031623840332e-01 5.171910524368286133e-01 5.173090100288391113e-01 6.692515611648559570e-01 6.692701578140258789e-01 6.572008132934570312e-01 6.571868658065795898e-01 6.921180486679077148e-01 6.921292543411254883e-01 6.761489510536193848e-01 6.762794256210327148e-01 9.975401759147644043e-01 9.975423812866210938e-01 2.300342619419097900e-01 2.299964427947998047e-01 3.419652879238128662e-01 3.420751690864562988e-01 3.393431901931762695e-01 3.374738097190856934e-01 4.410799443721771240e-01 4.423001110553741455e-01 4.833152592182159424e-01 4.831468164920806885e-01 3.475156426429748535e-01 3.475123643875122070e-01 4.419021308422088623e-01 4.384790956974029541e-01 4.039848744869232178e-01 4.040575921535491943e-01 4.839735329151153564e-01 4.841491878032684326e-01 3.731900453567504883e-01 3.736020028591156006e-01
7.798086404800415039e-01 7.798476219177246094e-01 6.641384959220886230e-01 6.639913916587829590e-01 9.759149551391601562e-01 9.757428765296936035e-01 4.783211648464202881e-01 4.783287644386291504e-01 4.668439924716949463e-01 4.669160842895507812e-01 5.425397753715515137e-01 5.425234436988830566e-01 5.186424255371093750e-01 5.187707543373107910e-01 6.712934374809265137e-01 6.713242530822753906e-01 6.613700985908508301e-01 6.613735556602478027e-01 6.917713284492492676e-01 6.918092966079711914e-01 6.804851889610290527e-01 6.806178092956542969e-01 9.971800446510314941e-01 9.971844553947448730e-01 2.297264188528060913e-01 2.296905219554901123e-01 3.420170247554779053e-01 3.421218097209930420e-01 3.697062432765960693e-01 3.677537739276885986e-01 4.154134690761566162e-01 4.164216220378875732e-01 4.724248051643371582e-01 4.729164540767669678e-01 3.591135144233703613e-01 3.590445220470428467e-01 4.374488294124603271e-01 4.357320964336395264e-01 3.978136479854583740e-01 3.979450762271881104e-01 4.799289405345916748e-01 4.802618324756622314e-01 3.689883649349212646e-01 3.687913417816162109e-01
7.804762721061706543e-01 7.805225849151611328e-01 6.636926531791687012e-01 6.635366678237915039e-01 9.704211354255676270e-01 9.702517390251159668e-01 4.832347929477691650e-01 4.832818806171417236e-01 4.700933992862701416e-01 4.701835513114929199e-01 5.424893498420715332e-01 5.425365567207336426e-01 5.202898979187011719e-01 5.204418301582336426e-01 6.745370030403137207e-01 6.745797991752624512e-01 6.661053895950317383e-01 6.661227941513061523e-01 6.903509497642517090e-01 6.904389262199401855e-01 6.874476671218872070e-01 6.875547170639038086e-01 9.968931674957275391e-01 9.968996644020080566e-01 2.293101698160171509e-01 2.292755097150802612e-01 3.419456779956817627e-01 3.420442938804626465e-01 3.916194140911102295e-01 3.905078768730163574e-01 4.018604457378387451e-01 4.021326899528503418e-01 4.562095701694488525e-01 4.573456048965454102e-01 3.714200258255004883e-01 3.711624145507812500e-01 4.292462766170501709e-01 4.284167587757110596e-01 3.990128934383392334e-01 3.990710675716400146e-01 4.697555899620056152e-01 4.708063304424285889e-01 3.634305596351623535e-01 3.630448579788208008e-01
7.813120484352111816e-01 7.813650369644165039e-01 6.631556749343872070e-01 6.629928350448608398e-01 9.634410738945007324e-01 9.632868170738220215e-01 4.902265667915344238e-01 4.903568327426910400e-01 4.747355580329895020e-01 4.748567640781402588e-01 5.421292781829833984e-01 5.422841310501098633e-01 5.218989849090576172e-01 5.221007466316223145e-01 6.789966821670532227e-01 6.790513992309570312e-01 6.705285310745239258e-01 6.705544590950012207e-01 6.875224113464355469e-01 6.876901984214782715e-01 6.976386904716491699e-01 6.976779699325561523e-01 9.967657327651977539e-01 9.967718720436096191e-01 2.288013994693756104e-01 2.287637889385223389e-01 3.416364490985870361e-01 3.417266309261322021e-01 4.065923988819122314e-01 4.059669971466064453e-01 4.021763503551483154e-01 4.020575582981109619e-01 4.380337893962860107e-01 4.394420087337493896e-01 3.773115277290344238e-01 3.770570456981658936e-01 4.184932708740234375e-01 4.182946383953094482e-01 4.184991419315338135e-01 4.161689579486846924e-01 4.428021013736724854e-01 4.449336528778076172e-01 3.570367097854614258e-01 3.568657934665679932e-01
7.822963595390319824e-01 7.823556065559387207e-01 6.625518798828125000e-01 6.623829603195190430e-01 9.551591277122497559e-01 9.550274610519409180e-01 4.991785883903503418e-01 4.994135797023773193e-01 4.808237254619598389e-01 4.809725582599639893e-01 5.416927337646484375e-01 5.419667363166809082e-01 5.234504938125610352e-01 5.237160921096801758e-01 6.844005584716796875e-01 6.844660043716430664e-01 6.738556027412414551e-01 6.738760471343994141e-01 6.834660172462463379e-01 6.837087869644165039e-01 7.113550901412963867e-01 7.112942337989807129e-01 9.968072772026062012e-01 9.968121051788330078e-01 2.282215952873229980e-01 2.281788736581802368e-01 3.409761190414428711e-01 3.410566747188568115e-01 4.193569719791412354e-01 4.191063046455383301e-01 4.152536690235137939e-01 4.150204658508300781e-01 4.139774441719055176e-01 4.157824516296386719e-01 3.756096363067626953e-01 3.756828010082244873e-01 4.063006043434143066e-01 4.065558314323425293e-01 4.463951289653778076e-01 4.447659850120544434e-01 4.073992669582366943e-01 4.069430530071258545e-01 3.511725366115570068e-01 3.512151241302490234e-01
7.834052443504333496e-01 7.834692001342773438e-01 6.619049310684204102e-01 6.617296934127807617e-01 9.458240270614624023e-01 9.457165002822875977e-01 5.096136927604675293e-01 5.099222660064697266e-01 4.881614148616790771e-01 4.883083999156951904e-01 5.417240858078002930e-01 5.420778393745422363e-01 5.252095460891723633e-01 5.255279541015625000e-01 6.903201937675476074e-01 6.903913617134094238e-01 6.756328344345092773e-01 6.756283640861511230e-01 6.787788867950439453e-01 6.790184974670410156e-01 7.283266186714172363e-01 7.281717658042907715e-01 9.969565868377685547e-01 9.969592690467834473e-01 2.276005744934082031e-01 2.275524735450744629e-01 3.398657739162445068e-01 3.399358987808227539e-01 4.307552874088287354e-01 4.309495389461517334e-01 4.356628060340881348e-01 4.353753328323364258e-01 3.850933313369750977e-01 3.877094388008117676e-01 3.678233027458190918e-01 3.687235116958618164e-01 3.948415517807006836e-01 3.952957689762115479e-01 4.574002921581268311e-01 4.569213986396789551e-01 3.854346573352813721e-01 3.853400647640228271e-01 3.474093079566955566e-01 3.475303649902343750e-01
7.846099138259887695e-01 7.846758961677551270e-01 6.612348556518554688e-01 6.610562205314636230e-01 9.357157349586486816e-01 9.356312155723571777e-01 5.209521651268005371e-01 5.212712883949279785e-01 4.964148998260498047e-01 4.965264797210693359e-01 5.428057312965393066e-01 5.431717038154602051e-01 5.275773406028747559e-01 5.279139876365661621e-01 6.963850855827331543e-01 6.964538693428039551e-01 6.759271621704101562e-01 6.758890151977539062e-01 6.740196347236633301e-01 6.741617321968078613e-01 7.477504611015319824e-01 7.475508451461791992e-01 9.971063137054443359e-01 9.971054196357727051e-01 2.269781827926635742e-01 2.269204109907150269e-01 3.382288217544555664e-01 3.382858335971832275e-01 4.391165375709533691e-01 4.399906694889068604e-01 4.521343111991882324e-01 4.518445134162902832e-01 3.680309057235717773e-01 3.754037320613861084e-01 3.445862233638763428e-01 3.502770662307739258e-01 4.093788862228393555e-01 4.019300043582916260e-01 4.367224872112274170e-01 4.441257417201995850e-01 3.711641430854797363e-01 3.712444305419921875e-01 3.458141088485717773e-01 3.459168076515197754e-01
7.858747839927673340e-01 7.859402298927307129e-01 6.605576872825622559e-01 6.603770256042480469e-01 9.251189231872558594e-01 9.250543117523193359e-01 5.327752828598022461e-01 5.330449342727661133e-01 5.053009390830993652e-01 5.053706169128417969e-01 5.453010201454162598e-01 5.456268787384033203e-01 5.308740139007568359e-01 5.311936736106872559e-01 7.023662328720092773e-01 7.024308443069458008e-01 6.751684546470642090e-01 6.751132607460021973e-01 6.694344878196716309e-01 6.695073843002319336e-01 7.686027884483337402e-01 7.684141993522644043e-01 9.971308708190917969e-01 9.971256852149963379e-01 2.263974249362945557e-01 2.263292819261550903e-01 3.360125422477722168e-01 3.360535204410552979e-01 4.446033835411071777e-01 4.457039237022399902e-01 4.599939584732055664e-01 4.602154195308685303e-01 3.495781123638153076e-01 3.499718606472015381e-01 3.376764655113220215e-01 3.381650149822235107e-01 4.569761157035827637e-01 4.568543136119842529e-01 3.844701647758483887e-01 3.848559260368347168e-01 3.588316440582275391e-01 3.590358495712280273e-01 3.452422022819519043e-01 3.453282117843627930e-01
