7.590474660973323809e-22 2.338744986769563815e-17 1.001269163067308732e-12 1.511121716646357527e-08 4.195868677925318480e-05 1.408061571419239044e-02 4.953855872154235840e-01 1.946599841117858887e+00 1.032321453094482422e+00 9.552066773176193237e-02 2.059805206954479218e-03 1.406826413585804403e-05 4.148061449882334273e-08 7.193887152645572769e-11 9.849142578984351748e-14 1.401177386169130614e-16 2.636605115288273593e-19 8.187650191725809539e-22 5.166564034932684276e-24 7.700160659011715800e-26 2.841959811243142403e-27 2.518419180618636316e-28 4.531796816725125283e-29 1.312939394546420931e-29 5.442463236510546272e-30 3.785153123433104666e-30 5.423501854354946314e-30 1.302309314496341726e-29 4.479376915684104259e-29 2.486082576111131578e-28 2.813660774419299676e-27 7.656770844034231335e-26 5.155673810136108208e-24 8.175835201067260983e-22 2.632461457407265770e-19 1.398320767554515486e-16 9.825420235450368911e-14 7.175118832414284498e-11 4.140852638556680176e-08 1.405147668265271932e-05 2.057758625596761703e-03 9.547360241413116455e-02 1.032160997390747070e+00 1.946589469909667969e+00 4.953955113887786865e-01 1.407341100275516510e-02 4.191667539998888969e-05 1.509765112928107555e-08 1.000581562049518425e-12 2.336813850911497516e-17 7.590474660973323809e-22
2.030644651780661948e-18 2.355249648739940471e-15 2.309645877329735697e-11 1.192494778479158413e-07 1.503132953075692058e-04 2.861124649643898010e-02 6.738351583480834961e-01 1.995523214340209961e+00 8.670412302017211914e-01 6.963097304105758667e-02 1.357749337330460548e-03 8.632187018520198762e-06 2.419735523062627180e-08 4.054772489991975704e-11 5.433953187048388977e-14 7.677489428556237170e-17 1.452009453573886015e-19 4.575535119027063418e-22 2.970952326549556580e-24 4.597660390075687039e-26 1.757413192776291542e-27 1.599920199351652415e-28 2.961190715574504887e-29 8.850290572651734174e-30 3.764947786135690531e-30 2.652672461896106303e-30 3.760201422065714331e-30 8.864184351641165218e-30 2.978698321548646293e-29 1.608758893719553062e-28 1.762181024946616583e-27 4.585117501682672952e-26 2.953692444373773452e-24 4.561329059410353767e-22 1.455344025418240408e-19 7.735048626044617090e-17 5.487531747907191393e-14 4.093704542018627990e-11 2.438882695798838540e-08 8.678748599777463824e-06 1.361095812171697617e-03 6.967709958553314209e-02 8.668296337127685547e-01 1.995570659637451172e+00 6.741973161697387695e-01 2.861997298896312714e-02 1.501731312600895762e-04 1.190277174600851140e-07 2.304325653901262427e-11 2.352091486396102812e-15 2.030644651780661948e-18
8.385414758393938683e-14 8.877087433190045118e-12 9.970602121711635846e-09 8.224258635891601443e-06 2.284596674144268036e-03 1.318939328193664551e-01 1.247903823852539062e+00 1.866022825241088867e+00 4.884043335914611816e-01 2.698942273855209351e-02 3.997743478976190090e-04 2.075917564070550725e-06 5.026846938704920831e-09 7.605902019314214613e-12 9.587568471070267301e-15 1.316609897956669536e-17 2.508945426624169852e-20 8.217308458753988369e-23 5.708781760287170736e-25 9.847248990772826721e-27 4.242338333139095001e-28 4.303371895671077174e-29 8.785852417367906083e-30 2.876692532902933909e-30 1.314696579925758926e-30 9.536979389690234065e-31 1.314580347044349618e-30 2.901840776925781731e-30 8.936046365007498482e-30 4.382564630351511260e-29 4.284860940381220781e-28 9.832820694001455305e-27 5.657685267303742749e-25 8.176646150077828183e-23 2.525499701750314096e-20 1.339546623726029930e-17 9.798187448569785352e-15 7.774858881703927693e-12 5.118993673391969423e-09 2.101795871567446738e-06 4.023271903861314058e-04 2.703981101512908936e-02 4.882522523403167725e-01 1.865491867065429688e+00 1.248735904693603516e+00 1.320469081401824951e-01 2.286377828568220139e-03 8.220612471632193774e-06 9.960960944965790986e-09 8.876995492845818347e-12 8.385414758393938683e-14
5.608183917260589624e-10 1.365175350542813248e-08 2.748760834947461262e-06 4.690851201303303242e-04 3.188930079340934753e-02 5.487564802169799805e-01 1.900418639183044434e+00 1.260129451751708984e+00 1.727384626865386963e-01 5.742705427110195160e-03 5.716743908124044538e-05 2.183797676025278633e-07 4.186610780276822652e-10 5.350708483058130849e-13 6.044450405012736713e-16 7.894148545063066433e-19 1.513110542964018387e-21 5.264655338622843600e-24 4.038945339869830001e-26 7.992591454355043208e-28 4.190531058376321405e-29 5.286860134066210036e-30 1.317760764559934400e-30 5.098395945985314653e-31 2.631381955233787064e-31 2.003377859888902594e-31 2.634732584331370913e-31 5.148395833296410817e-31 1.345452778357961651e-30 5.404063127453364442e-30 4.238835788793983764e-29 7.962448724795438580e-28 3.986175475691201942e-26 5.232445753432217077e-24 1.527979296228211622e-21 8.085108876337644174e-19 6.234139198385601002e-16 5.521566277116862764e-13 4.300537703727513872e-10 2.224498416580900084e-07 5.776085163233801723e-05 5.762098357081413269e-03 1.726908981800079346e-01 1.259032964706420898e+00 1.900989770889282227e+00 5.495575070381164551e-01 3.194042295217514038e-02 4.694892850238829851e-04 2.749175564531469718e-06 1.365924351404146364e-08 5.608183917260589624e-10
3.351648842908616643e-07 3.213169065929832868e-06 1.861631317296996713e-04 9.712001308798789978e-03 2.168093770742416382e-01 1.345556974411010742e+00 1.880275487899780273e+00 5.670753121376037598e-01 3.974767029285430908e-02 7.522507221437990665e-04 4.687789441959466785e-06 1.219777523431275768e-08 1.719623402007819379e-11 1.742047261651946677e-14 1.678902350391523596e-17 2.024334233059162682e-20 3.888406157905460219e-23 1.470747957610978983e-25 1.318024409322993322e-27 3.219901185930596090e-29 2.212817710225192974e-30 3.772182530687035414e-31 1.242073763105686461e-31 6.035798500476516033e-32 3.669494576808665139e-32 2.977007622129790807e-32 3.669630052532597407e-32 6.077146514266689996e-32 1.260452382181922762e-31 3.829476125346113707e-31 2.226759637463233699e-30 3.195953149851802244e-29 1.298971280679667617e-27 1.461786867506217611e-25 3.929332261668326311e-23 2.077459584782954106e-20 1.736636248425274716e-17 1.803097669545068726e-14 1.771450000576102468e-11 1.245860126175557525e-08 4.746073500427883118e-06 7.554640760645270348e-04 3.975064307451248169e-02 5.663285851478576660e-01 1.879481554031372070e+00 1.346736907958984375e+00 2.170972824096679688e-01 9.722344577312469482e-03 1.862301724031567574e-04 3.214722710254136473e-06 3.351648842908616643e-07
2.145581129298079759e-05 1.184758002636954188e-04 3.035968169569969177e-03 7.004734873771667480e-02 6.922277212142944336e-01 1.933137178421020508e+00 1.262086033821105957e+00 1.880216598510742188e-01 6.950906477868556976e-03 7.437246677000075579e-05 2.811088961607310921e-07 4.741699810573152263e-10 4.654402406024937822e-13 3.534268265824617658e-16 2.781743518036534942e-19 3.004757051599412406e-22 5.724662023347335467e-25 2.398707612321403388e-27 2.640417754613642630e-29 8.645097971484060851e-31 8.388655062644547664e-32 2.038636930491252190e-32 9.303597711060816532e-33 5.929453583672737621e-33 4.373510486206816761e-33 3.834359349284620269e-33 4.369423439285801521e-33 5.941943211150224426e-33 9.337489417246930872e-33 2.044066391960906484e-32 8.367397422804277417e-32 8.559113851105592822e-31 2.611487277583408243e-29 2.388340331430766897e-27 5.772587788529840749e-25 3.063605570257920546e-22 2.853379168541217099e-19 3.630318625669703113e-16 4.764394174322506004e-13 4.823916821550255918e-10 2.840162096617859788e-07 7.471475692000240088e-05 6.955837830901145935e-03 1.878697276115417480e-01 1.261202096939086914e+00 1.933410406112670898e+00 6.927297115325927734e-01 7.008651643991470337e-02 3.037644550204277039e-03 1.185611690743826330e-04 2.145581129298079759e-05
2.202406467404216528e-04 9.328111191280186176e-04 1.545901782810688019e-02 2.194364964962005615e-01 1.257101297378540039e+00 1.944156885147094727e+00 6.891828775405883789e-01 5.603581666946411133e-02 1.158758648671209812e-03 7.180489774327725172e-06 1.639634916728027747e-08 1.758820172836905726e-11 1.163323011868760276e-14 6.417332125864474114e-18 4.142171136947858314e-21 4.476348608187749555e-24 9.156111311673978772e-27 3.788340913649257805e-29 4.703154308233193306e-31 2.104323407878407764e-32 3.010812415202341224e-33 1.084802757604440235e-33 7.073143740972078087e-34 6.054456203952156623e-34 5.488750006796411550e-34 5.221424683497672562e-34 5.477556637347194791e-34 6.025674041101280597e-34 7.035384658371758420e-34 1.076762008902831156e-33 2.989324194798317493e-33 2.091025921908318342e-32 4.685115171925474482e-31 3.785836301941892967e-29 9.173298310497690465e-27 4.496982448455162950e-24 4.171683471019458499e-21 6.468099922369609911e-18 1.171464861964358062e-14 1.769310392640832674e-11 1.646929881360392756e-08 7.201193511718884110e-06 1.160032581537961960e-03 5.607290565967559814e-02 6.892945766448974609e-01 1.944171428680419922e+00 1.257149934768676758e+00 2.194772958755493164e-01 1.546527072787284851e-02 9.336126968264579773e-04 2.202406467404216528e-04
5.408188444562256336e-04 2.201387891545891762e-03 3.303274139761924744e-02 3.862967193126678467e-01 1.627949476242065430e+00 1.683011293411254883e+00 3.744518160820007324e-01 1.850677467882633209e-02 2.305699745193123817e-04 8.685304351274680812e-07 1.240204605679195993e-09 1.519820185501286058e-12 3.147540550679089888e-14 8.669164633559438022e-16 1.464847198453011264e-17 1.527694670164898088e-19 1.021968621137998683e-21 4.717069118985488697e-24 1.680070503993023404e-26 5.431364388121268752e-29 1.985354005007744460e-31 1.146972357932027071e-33 8.562609074273522466e-35 8.504248190436970039e-35 9.381496435992863313e-35 9.586516311306323756e-35 9.344301338133323910e-35 8.435973664790162460e-35 8.473522903281761116e-35 1.143348988431113528e-33 1.980744186361559777e-31 5.422736221970413936e-29 1.679439107120055493e-26 4.719526026274799538e-24 1.022951100063797140e-21 1.529296040132012465e-19 1.466500070753014724e-17 8.674741816121515556e-16 3.147664556302567918e-14 1.511097128502336684e-12 1.233781965481739462e-09 8.680949008521565702e-07 2.311000134795904160e-04 1.855870895087718964e-02 3.752275705337524414e-01 1.684041380882263184e+00 1.627250432968139648e+00 3.861499428749084473e-01 3.304590657353401184e-02 2.203019335865974426e-03 5.408188444562256336e-04
4.182059783488512039e-04 2.015207195654511452e-03 3.728289902210235596e-02 4.659206271171569824e-01 1.782103300094604492e+00 1.460082054138183594e+00 2.340332716703414917e-01 7.854735478758811951e-03 6.443598977057263255e-05 1.603258823479336570e-07 7.929275014362247020e-10 1.141213235023030848e-10 1.276452814974460281e-11 8.965310048167363099e-13 3.950053446225704201e-14 1.100529156060304700e-15 1.996384691965093786e-17 2.502041699683619856e-19 2.388573279936014979e-21 2.008314909125309048e-23 1.805526350942385703e-25 2.204650911124945503e-27 4.771170950439568637e-29 2.402061204040909500e-30 3.574579814423977404e-31 1.856808055372443374e-31 3.565591514419849865e-31 2.390550763357657661e-30 4.745164275806157122e-29 2.192235981517436503e-27 1.797187351617100963e-25 2.001719085324575124e-23 2.385530119620936470e-21 2.502432801016992584e-19 1.999232840250236371e-17 1.103301071380194398e-15 3.963998996669299002e-14 9.001560347804415940e-13 1.280649978424586166e-11 1.144022446220027689e-10 7.917096422893621366e-10 1.597469747594004730e-07 6.462649616878479719e-05 7.896155118942260742e-03 2.350066453218460083e-01 1.462240695953369141e+00 1.780954122543334961e+00 4.653635919094085693e-01 3.727424889802932739e-02 2.016650745645165443e-03 4.182059783488512039e-04
1.166502624982967973e-04 8.421523380093276501e-04 2.583931013941764832e-02 4.343858659267425537e-01 1.806823372840881348e+00 1.359925150871276855e+00 1.778154373168945312e-01 4.510601516813039780e-03 2.669328387128189206e-05 5.034740624410005694e-08 2.300669654786702267e-09 8.058143596834099753e-10 1.890883005728483113e-10 2.908858917627377139e-11 2.926419957055559351e-12 1.931576372373594586e-13 8.518200386590027429e-15 2.629901246557449831e-16 6.168876021174983957e-18 1.245204994653737875e-19 2.560884937391684083e-21 6.597792797553355553e-23 2.705618566648016649e-24 2.226567300557292268e-25 4.516783658363067212e-26 2.604393771856851382e-26 4.504124597875807686e-26 2.214584749926017980e-25 2.689132557020255334e-24 6.555238484882113292e-23 2.546997754285526490e-21 1.240263236728587092e-19 6.155012474108595213e-18 2.628986980370007220e-16 8.533438509311132292e-15 1.937196605385216319e-13 2.939146322156194202e-12 2.924088748912367919e-11 1.901102886225913835e-10 8.095523695850204149e-10 2.307369628695710162e-09 5.004660508234337613e-08 2.677725387911777943e-05 4.540174733847379684e-03 1.788031756877899170e-01 1.362910389900207520e+00 1.805259466171264648e+00 4.335749745368957520e-01 2.581171691417694092e-02 8.424822008237242699e-04 1.166502624982967973e-04
