2.285543978214263916e-01 2.287650108337402344e-01 1.473475367674836889e-05 1.503033763583516702e-05 3.234943724237382412e-04 3.049299120903015137e-04 1.210287052799685625e-07 1.365968955724383704e-07 6.852146583469220786e-08 8.051816990928273299e-08 5.831165239555957669e-08 8.184986199921695516e-08 5.990086793899536133e-01 5.990375876426696777e-01 5.364205662772292271e-06 4.724641712527954951e-06 1.713650971651077271e-01 1.711986809968948364e-01 1.276794137083925307e-05 1.264728780370205641e-05 6.726103019900619984e-04 7.037660107016563416e-04
2.286560237407684326e-01 2.288120090961456299e-01 1.393848924635676667e-05 1.450977470085490495e-05 3.081972827203571796e-04 3.177480248268693686e-04 1.261956276721321046e-05 1.116983821702888235e-05 2.965100575238466263e-03 3.001250326633453369e-03 7.393280975520610809e-03 7.397990208119153976e-03 5.936462283134460449e-01 5.935008525848388672e-01 1.766302011674270034e-05 2.766329998848959804e-05 1.664430052042007446e-01 1.660545319318771362e-01 1.359539237455464900e-05 1.123023685067892075e-05 6.903564790263772011e-04 6.910228985361754894e-04
2.289038002490997314e-01 2.290119528770446777e-01 1.189151589642278850e-05 1.487232111685443670e-05 3.010057262144982815e-04 3.177656035404652357e-04 5.288926331559196115e-05 4.753895336762070656e-05 1.172669511288404465e-02 1.163503155112266541e-02 1.610274799168109894e-02 1.595589146018028259e-02 5.886222124099731445e-01 5.883029103279113770e-01 3.291445027571171522e-04 3.834385133814066648e-04 1.536624133586883545e-01 1.531965881586074829e-01 1.488054658693727106e-05 1.029133818519767374e-05 6.994717987254261971e-04 6.965922657400369644e-04
2.292918264865875244e-01 2.293625921010971069e-01 1.220686408487381414e-05 1.727906419546343386e-05 2.922105486504733562e-04 3.115031577181071043e-04 1.353417464997619390e-04 1.217937897308729589e-04 2.357689291238784790e-02 2.317884936928749084e-02 1.574743539094924927e-02 1.541957631707191467e-02 5.911200642585754395e-01 5.907641053199768066e-01 2.002931432798504829e-03 2.170189050957560539e-03 1.377549320459365845e-01 1.372728347778320312e-01 1.817329030018299818e-05 1.088526914827525616e-05 7.098044152371585369e-04 7.085718680173158646e-04
2.298105806112289429e-01 2.298569679260253906e-01 1.778699152055196464e-05 2.365995169384405017e-05 2.806731499731540680e-04 2.981487778015434742e-04 3.043999895453453064e-04 2.758165937848389149e-04 3.285031020641326904e-02 3.233323618769645691e-02 1.118320971727371216e-02 1.087540015578269958e-02 5.961608886718750000e-01 5.958749651908874512e-01 6.919879466295242310e-03 7.275082636624574661e-03 1.222804561257362366e-01 1.218927651643753052e-01 2.567455157986842096e-05 1.518249882792588323e-05 7.216825033538043499e-04 7.231805939227342606e-04
2.304479032754898071e-01 2.304850816726684570e-01 2.926277011283673346e-05 3.420850407565012574e-05 2.676059957593679428e-04 2.802479430101811886e-04 7.147630094550549984e-04 6.586231756955385208e-04 3.705656528472900391e-02 3.651112690567970276e-02 7.310760673135519028e-03 7.080052513629198074e-03 5.987454652786254883e-01 5.985677242279052734e-01 1.673835143446922302e-02 1.732986420392990112e-02 1.082035377621650696e-01 1.080013662576675415e-01 4.006402377854101360e-05 2.622620195324998349e-05 7.331339875236153603e-04 7.379929302260279655e-04
2.311873435974121094e-01 2.312313020229339600e-01 4.568880831357091665e-05 4.908307892037555575e-05 2.555131795816123486e-04 2.630559902172535658e-04 2.025149064138531685e-03 1.922507770359516144e-03 3.673851862549781799e-02 3.616583347320556641e-02 4.863184411078691483e-03 4.690201487392187119e-03 5.971288084983825684e-01 5.970451831817626953e-01 3.188422694802284241e-02 3.269422799348831177e-02 9.510027617216110229e-02 9.510552138090133667e-02 6.396022217813879251e-05 4.731256558443419635e-05 7.418676977977156639e-04 7.511820876970887184e-04
2.320086061954498291e-01 2.320748567581176758e-01 6.859881250420585275e-05 7.157863728934898973e-05 2.463711134623736143e-04 2.500961418263614178e-04 7.428604178130626678e-03 7.374012842774391174e-03 3.017407283186912537e-02 2.969978004693984985e-02 3.328316612169146538e-03 3.194440621882677078e-03 5.914456248283386230e-01 5.914304256439208984e-01 5.157894268631935120e-02 5.248067900538444519e-02 8.263964951038360596e-02 8.281663805246353149e-02 9.944904013536870480e-05 8.101047569653019309e-05 7.463926449418067932e-04 7.618491072207689285e-04
2.328858971595764160e-01 2.329879552125930786e-01 1.042660878738388419e-04 1.089567958842962980e-04 2.411929162917658687e-04 2.418760122964158654e-04 2.015171945095062256e-02 2.046281844377517700e-02 1.491749100387096405e-02 1.497151888906955719e-02 2.257770160213112831e-03 2.153320703655481339e-03 5.823792219161987305e-01 5.824037790298461914e-01 7.440238445997238159e-02 7.520426064729690552e-02 7.103699445724487305e-02 7.129532098770141602e-02 1.479381462559103966e-04 1.285261532757431269e-04 7.463514921255409718e-04 7.704364834353327751e-04
2.337874323129653931e-01 2.339351326227188110e-01 1.636964734643697739e-04 1.722977322060614824e-04 2.405107661616057158e-04 2.372364251641556621e-04 2.582424879074096680e-02 2.587777003645896912e-02 6.855477113276720047e-03 6.962624378502368927e-03 1.386185991577804089e-03 1.310644438490271568e-03 5.705923438072204590e-01 5.706359148025512695e-01 9.890548884868621826e-02 9.945734590291976929e-02 6.073650717735290527e-02 6.099820509552955627e-02 2.104427258018404245e-04 1.901717332657426596e-04 7.422567578032612801e-04 7.781187887303531170e-04
