7.712310552597045898e-01 7.710110545158386230e-01 9.285769920097663999e-06 8.932880518841557205e-06 4.828190722037106752e-04 5.109717603772878647e-04 9.784282445907592773e-01 9.785372018814086914e-01 2.147178724408149719e-02 2.152499184012413025e-02 1.826816151151433587e-05 1.695202809059992433e-05 1.797336190938949585e-01 1.795332133769989014e-01 1.162693024525651708e-06 7.052390742501302157e-07 4.865299910306930542e-02 4.865485802292823792e-02 8.559927664464339614e-06 9.598004908184520900e-06 8.527393219992518425e-05 6.847014446975663304e-05
7.711226940155029297e-01 7.709616422653198242e-01 4.579956002999097109e-04 4.745546611957252026e-04 9.459432912990450859e-04 9.449204662814736366e-04 9.765669107437133789e-01 9.765522480010986328e-01 2.315671741962432861e-02 2.305437251925468445e-02 2.286664210259914398e-03 2.317645587027072906e-03 1.780430376529693604e-01 1.777999252080917358e-01 5.688035162165760994e-05 5.386629709391854703e-05 4.716310277581214905e-02 4.725516587495803833e-02 1.560670643812045455e-04 1.680818240856751800e-04 2.155828697141259909e-04 2.459931420162320137e-04
7.708578109741210938e-01 7.707494497299194336e-01 1.982566667720675468e-03 2.025237306952476501e-03 2.061227336525917053e-03 2.078411635011434555e-03 9.706339836120605469e-01 9.706495404243469238e-01 2.772561274468898773e-02 2.773058414459228516e-02 5.447143688797950745e-03 5.457003600895404816e-03 1.762417554855346680e-01 1.760222613811492920e-01 2.856641076505184174e-04 2.878814120776951313e-04 4.354361444711685181e-02 4.360016807913780212e-02 6.405237945728003979e-04 6.400735583156347275e-04 6.342196720652282238e-04 7.053312729112803936e-04
7.704372406005859375e-01 7.703714370727539062e-01 5.009205080568790436e-03 5.112021695822477341e-03 3.274396993219852448e-03 3.289612010121345520e-03 9.600297212600708008e-01 9.600918889045715332e-01 3.442817181348800659e-02 3.471747040748596191e-02 7.192781660705804825e-03 7.141731679439544678e-03 1.765328645706176758e-01 1.763738393783569336e-01 9.891798254102468491e-04 1.014226232655346394e-03 3.913263976573944092e-02 3.915990516543388367e-02 1.548701780848205090e-03 1.491739647462964058e-03 1.265483209863305092e-03 1.395687228068709373e-03
7.698621153831481934e-01 7.698260545730590820e-01 9.928214363753795624e-03 1.012864336371421814e-02 3.968141973018646240e-03 3.953976090997457504e-03 9.428328275680541992e-01 9.430004358291625977e-01 4.343961179256439209e-02 4.407294467091560364e-02 9.371213614940643311e-03 9.210624732077121735e-03 1.774515509605407715e-01 1.773797273635864258e-01 2.748007886111736298e-03 2.814343431964516640e-03 3.496144711971282959e-02 3.497786447405815125e-02 3.008929546922445297e-03 2.842330606654286385e-03 2.003705361858010292e-03 2.217303030192852020e-03
7.691324949264526367e-01 7.691113948822021484e-01 1.665652915835380554e-02 1.695151254534721375e-02 3.950397484004497528e-03 3.903851145878434181e-03 9.131845235824584961e-01 9.136767387390136719e-01 5.993966013193130493e-02 6.108834221959114075e-02 1.349789556115865707e-02 1.317261904478073120e-02 1.775356680154800415e-01 1.775499433279037476e-01 6.102786399424076080e-03 6.221487652510404587e-03 3.125672414898872375e-02 3.128030151128768921e-02 5.170446820557117462e-03 4.854464437812566757e-03 2.721093129366636276e-03 3.041065298020839691e-03
7.682495713233947754e-01 7.682283520698547363e-01 2.462591044604778290e-02 2.497422695159912109e-02 3.487782552838325500e-03 3.429613308981060982e-03 8.496375083923339844e-01 8.511077165603637695e-01 1.046062409877777100e-01 1.066519245505332947e-01 2.076225169003009796e-02 2.035097777843475342e-02 1.762930601835250854e-01 1.763692200183868408e-01 1.122994162142276764e-02 1.139429118484258652e-02 2.782764844596385956e-02 2.786504849791526794e-02 8.169615641236305237e-03 7.701610215008258820e-03 3.294445108622312546e-03 3.743081120774149895e-03
7.672141790390014648e-01 7.671792507171630859e-01 3.319931402802467346e-02 3.356441855430603027e-02 2.905413974076509476e-03 2.857916289940476418e-03 6.638092994689941406e-01 6.654579639434814453e-01 2.653438746929168701e-01 2.664044499397277832e-01 3.389829024672508240e-02 3.383959084749221802e-02 1.737896800041198730e-01 1.738953739404678345e-01 1.793165877461433411e-02 1.810478791594505310e-02 2.452708035707473755e-02 2.457598596811294556e-02 1.209881901741027832e-02 1.152242161333560944e-02 3.633142216131091118e-03 4.247105680406093597e-03
7.660284042358398438e-01 7.659687995910644531e-01 4.191428050398826599e-02 4.228286445140838623e-02 2.375826705247163773e-03 2.346072345972061157e-03 2.968215048313140869e-01 2.937356829643249512e-01 5.983516573905944824e-01 5.917257666587829590e-01 6.010250002145767212e-02 6.156475096940994263e-02 1.702578663825988770e-01 1.703573167324066162e-01 2.578884363174438477e-02 2.591709792613983154e-02 2.139603532850742340e-02 2.144314907491207123e-02 1.699413359165191650e-02 1.638234779238700867e-02 3.709260839968919754e-03 4.535762593150138855e-03
7.646940946578979492e-01 7.646034359931945801e-01 5.046996101737022400e-02 5.084586143493652344e-02 1.948244171217083931e-03 1.932752318680286407e-03 1.166193783283233643e-01 1.164155006408691406e-01 7.008278965950012207e-01 6.977009177207946777e-01 1.191823184490203857e-01 1.236235648393630981e-01 1.659364700317382812e-01 1.659960150718688965e-01 3.433872014284133911e-02 3.438376262784004211e-02 1.856925524771213531e-02 1.860512793064117432e-02 2.284432761371135712e-02 2.227496169507503510e-02 3.543640952557325363e-03 4.643672611564397812e-03
