1.194710955023765564e-01 1.194428205490112305e-01 1.115301847457885742e-01 1.115452945232391357e-01 4.944606502021997585e-08 5.543612502378891804e-08 9.071739803800937807e-09 1.110013947425159131e-08 1.510018599049089971e-08 1.531621585115772177e-08 3.208207781426608562e-04 3.213069867342710495e-04 1.937012348207645118e-05 1.945874282682780176e-05 2.235154950014361930e-09 1.834295715319456122e-09 4.738829773032193771e-09 4.942742659608256872e-09 2.716220915317535400e-04 2.717019233386963606e-04 2.483352436684072018e-04 2.481806441210210323e-04 1.430367113641750620e-08 1.334528842988902397e-08 4.393463814977849324e-09 5.001780323254934046e-09 6.294866092503070831e-03 6.297704298049211502e-03 8.941860496997833252e-02 8.939515799283981323e-02 3.021971792804833967e-07 3.557762511263717897e-07 5.584733031582800322e-08 9.397151501389089390e-08 4.387176036834716797e-01 4.386878609657287598e-01 3.457411527633666992e-01 3.459341228008270264e-01 4.998823897039983422e-06 5.044259523856453598e-06 1.413678596406953147e-08 1.563269513837894920e-08 1.921470835804939270e-02 1.921977289021015167e-02 3.220637267986603547e-08 2.439453794522705721e-08 2.899762421293416992e-07 2.270259926717699273e-07 8.623843193054199219e-01 8.623862266540527344e-01 3.140085391351021826e-05 3.144297443213872612e-05 4.397098791741882451e-07 4.140683529385569273e-07 6.163152866065502167e-03 6.167194806039333344e-03 4.549502463646604156e-08 4.658136631974230113e-08 7.103533050667465432e-08 7.374783450586619438e-08 1.403141247635630862e-08 1.041321429084973715e-08 8.400913742434568121e-09 9.272312695429718588e-09 9.601046622265130281e-05 9.558469173498451710e-05 1.046008524241415216e-08 1.197424825960524686e-08
1.194846928119659424e-01 1.194579899311065674e-01 1.115039288997650146e-01 1.115180850028991699e-01 1.044154032570077106e-06 1.870445203167037107e-06 2.650753913258085959e-06 2.714414222282357514e-06 6.793949069106020033e-06 7.355143225140636787e-06 3.205388784408569336e-04 3.209759597666561604e-04 1.947524651768617332e-05 1.960742338269483298e-05 6.816410405008355156e-07 6.476263365584600251e-07 4.232293235872930381e-07 4.287735180241725175e-07 2.681138867046684027e-04 2.686711377464234829e-04 2.742092765402048826e-04 2.751934516709297895e-04 2.679642784642055631e-05 2.744282392086461186e-05 1.209714781680304441e-07 1.500937401033297647e-07 6.280315574258565903e-03 6.275855936110019684e-03 8.965772390365600586e-02 8.960839360952377319e-02 4.341126896179048344e-06 4.104354047740343958e-06 4.992264166503446177e-06 5.145107934367842972e-06 4.416016936302185059e-01 4.421169757843017578e-01 3.422544002532958984e-01 3.425018787384033203e-01 3.638624912127852440e-05 3.627791375038214028e-05 7.903515779617009684e-07 7.062686790959560312e-07 1.914495788514614105e-02 1.915641501545906067e-02 4.894021685686311685e-07 5.182775453249632847e-07 7.037365321593824774e-07 6.846651103842305019e-07 8.593031167984008789e-01 8.592703938484191895e-01 9.759439271874725819e-04 1.050427206791937351e-03 2.044172026216983795e-03 2.074006013572216034e-03 6.267206277698278427e-03 6.277308799326419830e-03 7.473960295101278462e-07 7.512058459724357817e-07 1.775111377355642617e-05 1.757880454533733428e-05 5.251108632364775985e-07 4.125257078158028889e-07 7.872895366745069623e-07 6.132723342489043716e-07 9.645755926612764597e-05 9.552932897349819541e-05 9.476484592596534640e-07 8.970437193056568503e-07
1.195258349180221558e-01 1.195012554526329041e-01 1.114247143268585205e-01 1.114363521337509155e-01 4.877829724136972800e-06 6.536466571560595185e-06 1.070033613359555602e-05 1.100060399039648473e-05 2.773086271190550178e-05 2.875934478652197868e-05 3.202081425115466118e-04 3.203708329237997532e-04 1.990476812352426350e-05 2.001492612180300057e-05 3.139924501738278195e-06 3.062868472625268623e-06 3.791089511651080102e-06 3.743822162505239248e-06 2.587820054031908512e-04 2.598697319626808167e-04 3.411007928662002087e-04 3.427153569646179676e-04 1.157605220214463770e-04 1.173962737084366381e-04 4.056196871715656016e-07 4.829864792554872110e-07 6.225507240742444992e-03 6.220211740583181381e-03 9.033987671136856079e-02 9.027444571256637573e-02 2.741052230703644454e-05 2.741522439464461058e-05 3.679600922623649240e-05 3.849901986541226506e-05 4.509239792823791504e-01 4.517847895622253418e-01 3.318669795989990234e-01 3.320375680923461914e-01 1.298139541177079082e-04 1.272514637093991041e-04 2.927371951955137774e-06 2.860708946172962897e-06 1.895007118582725525e-02 1.895101368427276611e-02 4.621471362042939290e-06 4.971463567926548421e-06 4.667887424147920683e-06 5.103855073684826493e-06 8.500873446464538574e-01 8.500280976295471191e-01 2.229834673926234245e-03 2.304503228515386581e-03 9.822508320212364197e-03 9.866015985608100891e-03 6.604146678000688553e-03 6.606743671000003815e-03 2.893235659939819016e-06 2.943507524832966737e-06 6.935541750863194466e-05 7.072927837725728750e-05 1.946108795891632326e-06 1.801101007004035637e-06 2.986906793012167327e-06 2.500149093975778669e-06 9.718394721858203411e-05 9.597332973498851061e-05 3.619592462200671434e-06 3.603304548960295506e-06
1.195927187800407410e-01 1.195707619190216064e-01 1.112903654575347900e-01 1.112987026572227478e-01 1.181215247925138101e-05 1.418678402842488140e-05 2.341406434425152838e-05 2.406092971796169877e-05 6.421416037483140826e-05 6.558686436619609594e-05 3.210070135537534952e-04 3.210677823517471552e-04 2.081580896629020572e-05 2.076910641335416585e-05 8.735603842069394886e-06 8.633243851363658905e-06 1.524030085420235991e-05 1.509721914771944284e-05 2.453225315548479557e-04 2.468492602929472923e-04 4.166608268860727549e-04 4.194325883872807026e-04 2.890469913836568594e-04 2.915626391768455505e-04 6.708999080728972331e-07 7.939760848785226699e-07 6.131472531706094742e-03 6.125838961452245712e-03 9.146829694509506226e-02 9.139221161603927612e-02 1.021755597321316600e-04 1.040275383275002241e-04 1.433258294127881527e-04 1.490046706749126315e-04 4.671137034893035889e-01 4.682762324810028076e-01 3.139751255512237549e-01 3.139757812023162842e-01 2.794539032038301229e-04 2.739182673394680023e-04 6.290888450166676193e-06 6.296703759289812297e-06 1.862017065286636353e-02 1.861672289669513702e-02 2.055163349723443389e-05 2.140334436262492090e-05 1.936199259944260120e-05 2.114394010277464986e-05 8.349805474281311035e-01 8.348975777626037598e-01 2.125888830050826073e-03 2.137169241905212402e-03 2.471465617418289185e-02 2.474219910800457001e-02 7.209466770291328430e-03 7.195372600108385086e-03 6.600275355594931170e-06 6.825540367572102696e-06 1.545111299492418766e-04 1.584347774041816592e-04 3.943770934711210430e-06 3.975925210397690535e-06 6.426767868106253445e-06 5.730798875447362661e-06 9.814814256969839334e-05 9.665807010605931282e-05 7.923294106149114668e-06 7.914999514468945563e-06
1.196813136339187622e-01 1.196624711155891418e-01 1.110976338386535645e-01 1.111032143235206604e-01 2.227396180387586355e-05 2.505802513041999191e-05 3.926816862076520920e-05 4.026479291496798396e-05 1.193316929857246578e-04 1.208870235132053494e-04 3.247371641919016838e-04 3.248809080105274916e-04 2.233586747024673969e-05 2.211255559814162552e-05 1.992912439163774252e-05 1.982941103051416576e-05 4.047419133712537587e-05 4.022810753667727113e-05 2.291294658789411187e-04 2.309721603523939848e-04 4.646991146728396416e-04 4.685317981056869030e-04 5.709739052690565586e-04 5.738449981436133385e-04 7.442894798259658273e-07 9.019451567837677430e-07 5.995241925120353699e-03 5.989565514028072357e-03 9.304002672433853149e-02 9.296295046806335449e-02 2.801403752528131008e-04 2.860772947315126657e-04 3.902958706021308899e-04 4.029374977108091116e-04 4.908893108367919922e-01 4.923111200332641602e-01 2.878513634204864502e-01 2.873898744583129883e-01 4.778022412210702896e-04 4.684323212131857872e-04 1.066213553713168949e-05 1.074173633242025971e-05 1.815763115882873535e-02 1.815705373883247375e-02 5.962777140666730702e-05 6.102845509303733706e-05 5.363014133763499558e-05 5.766690446762368083e-05 8.144108057022094727e-01 8.143355250358581543e-01 1.487896777689456940e-03 1.467247726395726204e-03 4.531382024288177490e-02 4.529993981122970581e-02 8.160455152392387390e-03 8.121295832097530365e-03 1.210476875712629408e-05 1.271556811843765900e-05 2.722914796322584152e-04 2.790003200061619282e-04 6.342792403302155435e-06 6.440153356379596516e-06 1.105254341382533312e-05 1.018421971821226180e-05 9.911647066473960876e-05 9.735386993270367384e-05 1.359767975372960791e-05 1.358027657261118293e-05
1.197872012853622437e-01 1.197719722986221313e-01 1.108441054821014404e-01 1.108484715223312378e-01 3.686625495902262628e-05 3.955273132305592299e-05 5.680314643541350961e-05 5.808344576507806778e-05 1.976045314222574234e-04 1.991796889342367649e-04 3.330411273054778576e-04 3.334957873448729515e-04 2.463703094690572470e-05 2.428943116683512926e-05 4.041840657009743154e-05 4.035546953673474491e-05 8.342525688931345940e-05 8.313859143527224660e-05 2.106525789713487029e-04 2.126349718309938908e-04 4.688300832640379667e-04 4.731402150355279446e-04 9.666183032095432281e-04 9.688209393061697483e-04 6.021509193487872835e-07 7.635313750142813660e-07 5.812939256429672241e-03 5.807609297335147858e-03 9.507323801517486572e-02 9.500660747289657593e-02 6.254049367271363735e-04 6.365850567817687988e-04 8.426707936450839043e-04 8.653684053570032120e-04 5.236390829086303711e-01 5.251644849777221680e-01 2.520429491996765137e-01 2.507937848567962646e-01 7.146318093873560429e-04 7.015099399723112583e-04 1.573896952322684228e-05 1.585737481946125627e-05 1.757155731320381165e-02 1.757714152336120605e-02 1.342532341368496418e-04 1.361123577225953341e-04 1.143673143815249205e-04 1.211720955325290561e-04 7.891044020652770996e-01 7.890574336051940918e-01 9.416551329195499420e-04 9.205554961226880550e-04 7.010926306247711182e-02 7.003505527973175049e-02 9.606918320059776306e-03 9.526785463094711304e-03 1.977816282305866480e-05 2.107590080413501710e-05 4.209902253933250904e-04 4.299110150896012783e-04 8.922144843381829560e-06 9.021486221172381192e-06 1.674272243690211326e-05 1.573334338900167495e-05 9.980051254387944937e-05 9.779330866876989603e-05 2.033237979048863053e-05 2.023919114435557276e-05
1.199029833078384399e-01 1.198916435241699219e-01 1.105262935161590576e-01 1.105303615331649780e-01 5.645793862640857697e-05 5.824748950544744730e-05 7.487210677936673164e-05 7.637198723386973143e-05 3.052764805033802986e-04 3.067548386752605438e-04 3.469820076134055853e-04 3.478628641460090876e-04 2.794639840431045741e-05 2.748313636402599514e-05 7.514942262787371874e-05 7.517192716477438807e-05 1.449757110094651580e-04 1.448386465199291706e-04 1.894150045700371265e-04 1.913423329824581742e-04 4.416578158270567656e-04 4.454531008377671242e-04 1.453588716685771942e-03 1.454478129744529724e-03 4.322615723140188493e-07 5.319834599504247308e-07 5.580356810241937637e-03 5.575069691985845566e-03 9.757418930530548096e-02 9.752440452575683594e-02 1.202041748911142349e-03 1.219603815115988255e-03 1.541177742183208466e-03 1.575599191710352898e-03 5.655235648155212402e-01 5.667940974235534668e-01 2.062146663665771484e-01 2.042139470577239990e-01 9.793798672035336494e-04 9.622113429941236973e-04 2.110222339979372919e-05 2.133372254320420325e-05 1.686903648078441620e-02 1.688516326248645782e-02 2.549990313127636909e-04 2.568869967944920063e-04 2.034957142313942313e-04 2.130356006091460586e-04 7.600287795066833496e-01 7.600084543228149414e-01 5.796112236566841602e-04 5.658643785864114761e-04 9.775310754776000977e-02 9.762758016586303711e-02 1.184043940156698227e-02 1.170379668474197388e-02 3.016222035512328148e-05 3.254954572184942663e-05 5.976341199129819870e-04 6.085819331929087639e-04 1.151886408479185775e-05 1.158313443738734350e-05 2.335850149393081665e-05 2.224480704171583056e-05 9.991443221224471927e-05 9.769250755198299885e-05 2.770520404737908393e-05 2.752186264842748642e-05
1.200183928012847900e-01 1.200114786624908447e-01 1.101404726505279541e-01 1.101452857255935669e-01 8.167278429027646780e-05 8.243767661042511463e-05 9.280626545660197735e-05 9.437802509637549520e-05 4.507570411078631878e-04 4.520639195106923580e-04 3.664585528895258904e-04 3.679118235595524311e-04 3.241964805056340992e-05 3.186396133969537914e-05 1.299949362874031067e-04 1.301710872212424874e-04 2.229120145784690976e-04 2.232178230769932270e-04 1.646378223085775971e-04 1.663168659433722496e-04 4.055846948176622391e-04 4.085917607881128788e-04 2.001221291720867157e-03 2.000723034143447876e-03 6.199961717356927693e-07 5.446798923003370874e-07 5.291539710015058517e-03 5.287739448249340057e-03 1.005667299032211304e-01 1.005434989929199219e-01 2.060433384031057358e-03 2.079529687762260437e-03 2.482211450114846230e-03 2.526919357478618622e-03 6.146680712699890137e-01 6.155856251716613770e-01 1.518978178501129150e-01 1.495004296302795410e-01 1.260656281374394894e-03 1.239869743585586548e-03 2.637112993397749960e-05 2.678036980796605349e-05 1.606741361320018768e-02 1.608894206583499908e-02 4.279809072613716125e-04 4.295679391361773014e-04 3.171874559484422207e-04 3.286160936113446951e-04 7.283155918121337891e-01 7.283237576484680176e-01 3.689325239975005388e-04 3.634050954133272171e-04 1.265325546264648438e-01 1.263549923896789551e-01 1.547711063176393509e-02 1.527964510023593903e-02 4.403550337883643806e-05 4.800151873496361077e-05 7.991885649971663952e-04 8.111863862723112106e-04 1.400767996528884396e-05 1.400818291585892439e-05 3.076195571338757873e-05 2.958238292194437236e-05 9.918372961692512035e-05 9.681277879280969501e-05 3.534580537234432995e-05 3.493246549624018371e-05
1.201231703162193298e-01 1.201213076710700989e-01 1.096850186586380005e-01 1.096917837858200073e-01 1.138312363764271140e-04 1.133655023295432329e-04 1.102430542232468724e-04 1.118479995056986809e-04 6.449415232054889202e-04 6.460910663008689880e-04 3.902455209754407406e-04 3.920869494322687387e-04 3.812677823589183390e-05 3.749824463739059865e-05 2.109387132804840803e-04 2.113715017912909389e-04 3.128522075712680817e-04 3.139505570288747549e-04 1.358855661237612367e-04 1.371289254166185856e-04 3.752593183889985085e-04 3.776801167987287045e-04 2.588544972240924835e-03 2.586941234767436981e-03 1.722529304970521480e-06 1.306258468503074255e-06 4.943234380334615707e-03 4.940601997077465057e-03 1.041175872087478638e-01 1.041268557310104370e-01 3.201976185664534569e-03 3.218352794647216797e-03 3.607848193496465683e-03 3.656361252069473267e-03 6.651204228401184082e-01 6.659998297691345215e-01 9.456224739551544189e-02 9.268414974212646484e-02 1.547545893117785454e-03 1.524294028058648109e-03 3.132127676508389413e-05 3.165388625347986817e-05 1.518227905035018921e-02 1.520854793488979340e-02 6.539950845763087273e-04 6.548137753270566463e-04 4.467655089683830738e-04 4.589061718434095383e-04 6.952164769172668457e-01 6.952463984489440918e-01 2.794523315969854593e-04 2.799153735395520926e-04 1.537385880947113037e-01 1.535338908433914185e-01 2.197885140776634216e-02 2.176124230027198792e-02 6.249739817576482892e-05 6.863247836008667946e-05 1.021291594952344894e-03 1.033808104693889618e-03 1.630843325983732939e-05 1.623638672754168510e-05 3.881988232024013996e-05 3.761089465115219355e-05 9.741996473167091608e-05 9.495826816419139504e-05 4.272213482181541622e-05 4.212144995108246803e-05
1.202010661363601685e-01 1.202047169208526611e-01 1.091578602790832520e-01 1.091672629117965698e-01 1.543607650091871619e-04 1.529611326986923814e-04 1.272319059353321791e-04 1.287685590796172619e-04 9.014626266434788704e-04 9.025654289871454239e-04 4.158294759690761566e-04 4.178585659246891737e-04 4.496859037317335606e-05 4.431907291291281581e-05 3.229723079130053520e-04 3.237801429349929094e-04 4.096226766705513000e-04 4.117985954508185387e-04 1.036601170198991895e-04 1.043580850819125772e-04 3.558901371434330940e-04 3.578762989491224289e-04 3.205510787665843964e-03 3.203142900019884109e-03 4.447710125532466918e-06 3.489009941404219717e-06 4.531467333436012268e-03 4.530875012278556824e-03 1.083354949951171875e-01 1.083708181977272034e-01 4.538434557616710663e-03 4.546122625470161438e-03 4.803494550287723541e-03 4.843880888074636459e-03 7.063509821891784668e-01 7.073295116424560547e-01 4.508827626705169678e-02 4.435453563928604126e-02 1.830592635087668896e-03 1.806356129236519337e-03 3.545006620697677135e-05 3.578341056709177792e-05 1.423553470522165298e-02 1.426130160689353943e-02 9.269739966839551926e-04 9.271808085031807423e-04 5.806671688333153725e-04 5.921768024563789368e-04 6.618547439575195312e-01 6.618936061859130859e-01 2.993543748743832111e-04 3.034322289749979973e-04 1.741538792848587036e-01 1.739816516637802124e-01 3.542874753475189209e-02 3.527192026376724243e-02 8.719881589058786631e-05 9.608326945453882217e-05 1.259465934708714485e-03 1.271343091502785683e-03 1.840152981458231807e-05 1.826714287744835019e-05 4.745067781186662614e-05 4.623979475582018495e-05 9.450512879993766546e-05 9.203947411151602864e-05 4.945184991811402142e-05 4.861622801399789751e-05
